CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography,Gender,HasCrCard,IsActiveMember
707,58,3,102346.86,1,114672.64,France,Female,1,1
608,40,8,121729.42,1,61164.45,Germany,Female,0,0
736,25,9,81732.88,2,136497.28,Germany,Female,1,0
762,46,6,123571.77,3,57014.17,Germany,Male,0,1
624,27,7,104848.68,1,167387.36,Germany,Female,1,1
689,38,2,0.0,1,82709.8,Spain,Male,1,1
579,40,10,45408.85,2,18732.91,Germany,Male,1,0
653,34,5,118838.75,1,52820.13,France,Male,1,1
646,50,5,142644.64,2,142208.5,Spain,Female,1,1
529,29,8,0.0,2,19842.11,France,Female,1,0
633,37,2,0.0,2,182258.17,France,Male,1,0
608,41,1,83807.86,1,112542.58,Spain,Female,0,1
751,30,6,0.0,2,15766.1,France,Female,1,0
468,42,5,0.0,2,125305.34,France,Female,1,0
636,34,8,0.0,2,38570.13,France,Male,1,0
751,39,3,0.0,2,84175.34,France,Female,1,1
625,37,1,177069.24,2,96088.54,France,Male,1,1
645,49,5,110132.55,3,187689.91,Spain,Female,0,1
435,37,8,114346.3,1,980.93,Germany,Male,0,1
619,57,3,137946.39,1,72467.99,Germany,Male,1,1
579,33,1,0.0,2,54816.57,Spain,Male,1,1
850,30,10,153972.89,2,62811.03,France,Male,1,0
570,39,10,129674.89,2,80552.36,France,Male,1,0
582,33,6,0.0,2,72970.93,Spain,Male,0,1
608,30,8,0.0,2,128875.86,France,Female,1,0
599,28,4,126833.79,2,60843.09,Spain,Female,1,0
644,30,5,44928.88,1,10771.46,France,Male,1,1
690,48,2,0.0,2,3149.1,Spain,Female,1,1
616,37,5,144235.73,2,154957.66,France,Male,0,0
501,57,10,0.0,2,47847.19,France,Male,1,1
587,33,5,100116.82,1,34215.58,France,Male,1,0
598,64,1,62979.93,1,152273.57,Spain,Female,1,1
751,33,4,79281.61,1,117547.76,Spain,Male,1,0
605,48,10,150315.92,1,133486.36,Spain,Female,0,1
414,38,8,0.0,1,77661.12,France,Male,0,1
737,50,4,127552.85,2,4225.11,Germany,Male,1,0
521,37,2,0.0,2,86372.24,France,Male,1,1
696,33,2,163139.27,1,7035.36,France,Male,1,1
444,34,2,144318.97,1,112668.06,France,Male,1,0
604,36,10,113546.3,1,134875.37,Germany,Male,1,1
745,46,2,122220.19,1,118024.1,France,Male,1,1
490,40,1,0.0,1,49594.19,France,Female,1,1
680,44,3,0.0,2,86935.08,France,Male,1,0
459,50,5,109387.9,1,155721.15,Germany,Male,1,0
626,47,2,103108.8,1,166475.44,Germany,Female,0,1
582,46,8,67563.31,1,44506.09,Spain,Female,1,0
574,39,5,119013.86,1,103421.91,France,Female,1,0
621,47,0,0.0,1,133831.37,France,Male,1,1
707,37,1,0.0,2,6035.51,France,Male,0,1
567,34,10,0.0,2,161571.79,Spain,Male,0,1
639,38,3,0.0,1,42862.82,France,Male,1,0
671,42,6,0.0,2,197202.48,France,Female,1,0
445,62,1,64119.38,1,76569.64,Spain,Male,1,1
695,45,9,43134.65,1,77330.35,France,Male,0,1
833,30,1,0.0,2,141860.62,France,Male,1,0
588,27,8,0.0,1,20066.38,France,Female,1,0
776,33,8,115130.34,1,129525.5,Germany,Male,0,0
685,40,7,74896.92,1,198694.2,Spain,Male,1,0
693,68,2,0.0,2,59864.96,France,Male,1,1
652,36,6,112518.71,2,110421.31,France,Female,0,1
686,34,6,146178.13,2,88837.11,France,Male,1,1
672,68,0,126061.51,2,184936.77,Germany,Male,1,1
415,46,9,134950.19,3,178587.36,France,Male,0,0
658,32,9,0.0,2,156774.75,France,Female,1,0
640,44,7,111833.47,1,67202.74,France,Male,1,0
769,29,8,0.0,2,172290.61,France,Male,1,1
686,56,5,111642.08,1,80553.87,Germany,Female,1,1
850,71,10,69608.14,1,97893.4,Spain,Male,1,0
611,46,5,0.0,1,77677.14,France,Female,1,0
491,33,5,83134.3,1,187946.55,France,Male,1,0
776,35,8,106365.29,1,148527.56,Spain,Male,1,1
603,43,5,127823.93,1,19483.35,France,Male,1,1
662,37,5,0.0,2,151871.84,France,Female,1,0
643,48,8,0.0,2,174729.3,Spain,Male,1,0
681,37,8,73179.34,2,25292.53,Germany,Male,1,1
794,46,6,0.0,2,195325.74,France,Male,1,0
846,61,0,0.0,2,96202.44,Spain,Male,1,1
693,46,3,151709.33,1,180736.24,Spain,Female,1,0
585,54,8,87105.32,1,55346.14,France,Male,1,1
566,35,1,123042.0,1,66245.44,Germany,Female,1,0
622,58,2,0.0,2,33277.31,Spain,Female,1,1
718,34,5,113922.44,2,30772.22,Spain,Male,1,0
733,40,5,125725.02,2,50783.1,Germany,Male,1,1
748,40,0,0.0,1,60416.76,France,Male,0,0
811,45,5,0.0,2,146123.19,France,Female,1,1
650,55,2,140891.46,3,179834.45,Germany,Female,1,1
540,40,8,0.0,2,3560.0,Spain,Female,1,0
639,43,6,99610.92,2,187296.78,France,Male,1,0
732,45,6,98792.4,1,81491.7,Germany,Female,1,0
823,37,5,164858.18,1,173516.71,France,Male,1,1
776,31,5,0.0,2,92647.94,France,Female,1,0
608,59,1,0.0,1,70649.64,France,Male,1,0
791,52,7,0.0,1,122782.5,France,Female,1,1
688,40,6,0.0,1,47886.44,France,Male,1,1
752,38,0,145974.79,2,137694.23,France,Male,1,1
667,36,9,0.0,2,40062.29,France,Male,1,1
622,31,1,89688.94,1,152305.47,France,Female,1,1
653,37,7,135847.47,1,144880.81,France,Male,1,0
609,33,6,94126.67,1,93718.16,Germany,Male,0,0
602,38,2,71667.97,2,137111.89,Germany,Male,0,0
840,43,7,0.0,2,90908.95,France,Female,1,0
568,27,1,116320.68,1,45563.94,Spain,Female,0,1
764,24,7,98148.61,1,26843.76,France,Male,1,0
598,23,6,0.0,2,153229.19,Spain,Female,1,0
543,41,6,143350.41,1,192070.16,Germany,Male,1,1
840,36,6,0.0,2,141364.27,Spain,Female,1,0
523,32,4,0.0,2,167848.02,Spain,Male,1,0
715,34,9,102277.52,1,177852.57,Germany,Female,0,0
754,38,2,0.0,2,180698.32,France,Male,1,0
555,37,9,124969.13,1,60194.05,France,Male,1,0
600,43,8,133379.41,1,177378.66,Germany,Male,1,0
536,40,9,0.0,2,11959.03,Spain,Male,1,1
581,38,3,135157.05,1,32919.42,Germany,Female,1,1
652,40,4,79927.36,2,33524.6,France,Female,1,1
768,44,6,60603.4,1,178045.97,Spain,Female,1,1
659,32,2,155584.21,1,153662.88,France,Female,0,1
611,40,8,100812.33,2,147358.27,France,Female,1,0
616,44,7,193213.02,2,137392.77,Spain,Female,1,1
543,41,5,0.0,2,143980.29,Spain,Male,0,1
806,32,3,63763.49,1,156593.09,France,Female,1,0
637,34,9,0.0,2,26057.08,Spain,Female,0,0
680,44,7,108724.98,1,72330.46,France,Male,0,1
624,38,3,0.0,2,163666.85,France,Female,1,1
667,55,9,154393.43,1,137674.96,Germany,Male,1,1
699,35,5,0.0,2,78397.24,France,Male,1,1
644,26,4,153455.72,2,82696.84,Spain,Female,1,1
521,22,10,0.0,1,101311.95,Spain,Female,1,1
504,56,9,104217.3,1,55857.48,Germany,Male,0,0
628,36,3,0.0,2,8742.91,France,Male,1,1
511,45,5,68375.27,1,193160.25,France,Male,1,0
595,41,2,138878.81,1,112269.67,Germany,Female,0,1
452,33,7,153663.27,1,111868.23,Germany,Male,1,0
493,38,3,134006.77,1,89578.32,France,Male,1,0
538,31,1,0.0,2,1375.46,France,Male,1,0
652,37,7,0.0,2,68789.93,Spain,Male,1,0
796,51,6,0.0,2,194733.28,France,Male,0,1
698,48,4,101238.24,2,177815.87,France,Male,0,1
669,33,9,0.0,2,107221.03,France,Female,0,1
707,34,9,162691.16,2,94912.78,Germany,Male,1,0
608,33,1,102772.67,2,70705.58,Germany,Male,1,0
556,26,4,0.0,1,195167.38,France,Male,1,0
566,54,4,118614.6,2,172601.62,Germany,Male,1,1
563,35,3,106250.72,1,39546.32,France,Male,0,0
674,45,7,144889.18,1,102591.9,France,Male,1,1
630,37,6,0.0,2,82647.65,France,Male,1,1
682,38,1,116520.28,1,49833.5,Germany,Female,1,1
536,61,8,65190.29,1,64308.49,France,Female,1,1
807,42,5,0.0,2,74900.9,Spain,Male,1,1
713,26,4,122857.46,2,144682.17,Spain,Female,1,0
823,53,4,124954.94,1,131259.6,Germany,Female,0,1
622,30,2,158584.82,3,142342.55,France,Female,1,0
688,26,8,146133.39,1,175296.76,Germany,Male,1,1
570,46,3,0.0,2,820.46,France,Female,0,0
538,42,9,0.0,1,152855.96,Spain,Female,0,0
719,42,4,0.0,1,28465.86,France,Female,1,0
531,36,9,99240.51,1,123137.01,Spain,Female,1,0
736,29,9,0.0,2,176152.7,France,Female,0,0
850,31,4,146587.3,1,89874.82,Germany,Male,1,1
623,50,2,87116.71,1,104382.11,Spain,Female,1,1
666,35,2,104832.49,1,175015.12,Spain,Male,1,0
673,51,8,79563.36,2,172200.91,France,Male,1,1
654,36,2,112262.84,1,12873.39,France,Male,1,0
731,25,8,96950.21,1,97877.92,Spain,Male,1,0
610,45,1,0.0,2,199657.46,France,Female,1,1
790,46,8,182364.53,1,139266.48,Spain,Male,0,0
711,45,1,97486.15,2,50610.62,Germany,Female,1,0
766,41,6,99208.46,2,62402.38,Spain,Male,1,0
639,46,10,110031.09,2,133995.59,Germany,Female,1,1
700,59,5,137648.41,1,142977.05,Germany,Female,1,0
704,42,8,129735.3,2,179565.57,France,Male,1,1
661,35,5,128415.45,1,142626.49,Spain,Female,1,0
698,57,9,111359.55,2,105715.01,France,Female,1,0
611,38,7,0.0,1,63202.0,France,Male,1,1
755,40,2,137430.82,2,176768.59,Germany,Male,0,0
706,47,6,120621.89,1,140803.7,Germany,Female,1,1
718,31,0,118100.59,2,103165.15,France,Female,1,0
522,25,1,111432.13,1,168683.57,Germany,Male,1,1
792,31,6,71269.89,2,125912.77,France,Male,0,1
726,56,8,123110.9,3,130113.78,Spain,Female,0,1
597,38,1,0.0,2,41303.29,Spain,Male,1,0
691,60,6,101070.69,1,177355.8,France,Female,1,0
624,36,0,0.0,2,111605.9,Spain,Female,1,0
548,28,8,116755.5,2,158585.17,France,Female,1,1
537,47,4,124192.28,2,50881.51,Germany,Female,1,1
736,42,7,117280.23,3,41921.06,France,Female,0,0
705,25,0,97544.29,1,59887.15,France,Male,0,1
519,36,9,0.0,2,145562.4,France,Male,0,1
415,32,5,145807.59,1,3064.65,France,Male,1,1
722,20,6,0.0,2,195486.28,France,Male,1,0
601,48,9,163630.76,1,41816.49,Germany,Male,0,1
706,35,8,178032.53,1,42181.68,France,Female,0,1
539,37,2,127609.59,1,98646.22,France,Male,1,0
625,24,1,0.0,2,180969.55,France,Female,1,1
706,29,5,112564.62,1,42334.38,France,Female,1,0
734,37,0,152760.24,1,48990.5,Spain,Female,1,1
663,34,7,0.0,2,180427.24,France,Male,1,1
679,37,8,77373.87,2,174873.09,Germany,Female,0,1
458,28,2,171932.26,2,9578.24,Germany,Female,1,1
711,81,6,0.0,2,72276.24,France,Female,1,1
576,28,1,119336.29,2,58976.85,Germany,Male,0,1
713,45,4,131038.14,1,74005.04,Germany,Male,1,0
571,33,9,102017.25,2,128600.49,France,Female,0,0
596,34,4,99441.21,2,4802.27,Germany,Male,0,1
761,36,9,127637.92,1,81062.93,France,Male,1,1
663,43,4,87624.03,2,149401.33,France,Male,1,0
529,30,2,116295.29,1,75285.47,France,Male,1,0
554,48,7,0.0,2,63708.07,France,Female,1,1
658,50,2,0.0,2,52137.73,Spain,Male,1,0
759,74,6,128917.84,1,48244.64,Spain,Female,1,1
532,24,8,142755.25,1,34231.48,Germany,Male,0,0
634,52,1,0.0,2,176913.42,Spain,Male,1,1
592,26,4,105082.07,2,132801.57,Germany,Female,1,0
752,35,2,0.0,1,44335.54,Spain,Female,1,0
693,21,1,0.0,2,3494.02,France,Male,1,1
800,40,3,75893.11,2,132562.23,France,Female,1,0
638,30,9,136808.53,2,106642.97,Spain,Male,1,1
668,31,9,0.0,2,41291.73,France,Female,0,0
451,33,6,0.0,2,184954.11,France,Male,1,0
799,28,3,142253.65,1,45042.56,Spain,Female,1,0
850,49,6,128663.9,1,65769.3,France,Male,1,0
657,37,4,82500.28,1,115260.72,France,Male,1,1
752,29,4,129514.99,1,102930.46,Germany,Male,1,1
654,36,2,0.0,2,146652.11,Spain,Female,1,1
453,37,4,131834.76,2,8949.2,France,Female,1,0
784,31,7,0.0,2,143204.41,France,Male,1,1
663,28,8,123674.28,2,87985.2,Germany,Male,1,1
556,35,10,0.0,2,192751.18,France,Male,1,1
521,29,2,87212.8,1,994.86,Germany,Female,1,1
743,46,9,0.0,1,113436.08,France,Female,1,0
552,55,3,0.0,1,40333.94,Spain,Male,1,1
707,36,6,0.0,1,98810.78,France,Female,0,0
730,45,6,152880.97,1,162478.11,Germany,Male,0,0
692,27,1,125547.53,1,7900.46,France,Male,0,0
635,34,3,134692.4,2,83773.02,France,Male,1,1
717,76,9,138489.66,1,68400.14,France,Female,1,1
686,38,6,149238.97,1,97825.23,France,Male,1,1
527,29,2,27755.97,1,97468.44,Spain,Female,1,0
597,52,8,83693.34,2,161083.53,Germany,Male,1,1
606,53,1,109330.06,1,75860.01,Spain,Female,1,1
643,34,7,0.0,2,100304.13,France,Male,0,1
730,37,5,124053.03,1,118591.67,Germany,Female,1,0
574,39,2,122524.61,2,88463.63,France,Female,1,0
524,50,4,0.0,2,31840.59,France,Male,1,1
622,30,4,107879.04,1,196894.62,France,Female,0,1
651,35,7,74623.5,3,129451.29,France,Male,1,0
820,29,3,82344.84,1,115985.38,France,Female,0,1
843,38,8,134887.53,1,10804.04,France,Female,1,1
487,53,10,89550.85,1,90076.85,France,Female,0,1
502,30,4,0.0,2,66263.87,France,Male,1,1
629,44,5,0.0,4,117572.59,France,Male,0,0
595,41,9,0.0,2,5967.09,France,Male,1,0
743,73,6,0.0,2,107867.38,France,Female,0,1
611,68,5,82547.11,2,146448.01,France,Male,1,1
805,46,6,118022.06,3,162643.15,France,Male,1,0
657,41,8,109402.13,1,66463.62,Spain,Male,1,1
619,38,10,119658.49,1,8646.58,Spain,Female,1,1
633,40,4,150578.0,1,34670.62,France,Male,0,1
746,58,3,0.0,3,80344.96,France,Male,1,1
834,49,8,160602.25,2,129273.94,France,Female,1,0
729,30,6,63669.42,1,145111.37,Germany,Male,1,0
595,25,7,106570.34,2,177025.79,Germany,Female,0,1
625,43,8,201696.07,1,133020.9,France,Male,1,0
685,57,7,101868.51,1,113483.96,Germany,Male,0,1
739,37,8,0.0,2,191557.1,France,Female,1,0
460,27,7,0.0,2,156150.08,France,Female,1,0
842,44,3,141252.18,4,128521.16,France,Male,0,1
701,41,9,164046.1,1,49405.93,Germany,Male,1,0
634,37,7,51582.5,2,184312.88,France,Female,1,1
493,33,8,90791.69,1,59659.53,France,Female,1,1
721,41,2,0.0,2,168219.75,France,Male,1,0
739,29,1,0.0,2,164484.78,France,Male,1,1
758,56,1,0.0,2,10643.38,Spain,Male,1,1
732,42,2,118889.66,2,87422.15,Germany,Female,0,0
719,32,9,146605.27,1,77119.45,France,Male,1,1
850,55,7,0.0,1,171762.87,Spain,Female,0,0
648,34,0,0.0,1,167931.81,France,Male,1,1
764,48,1,75990.97,1,158323.81,Spain,Female,1,0
568,33,7,0.0,2,143450.61,France,Male,1,0
594,40,9,122417.17,2,190882.69,France,Male,0,1
850,34,8,199229.14,1,68106.29,Spain,Male,0,0
693,37,6,95900.04,1,38196.24,Germany,Female,1,1
674,37,3,0.0,1,158049.9,France,Male,1,0
584,26,4,0.0,2,147600.54,France,Male,1,0
608,35,6,0.0,2,143463.28,Spain,Female,1,1
718,39,3,0.0,2,145355.11,France,Female,1,1
586,46,0,0.0,3,131553.82,France,Female,0,1
713,33,6,94598.48,1,197519.66,France,Male,0,0
724,34,3,132352.69,1,80320.3,France,Female,1,0
510,31,0,113688.63,1,33099.41,Germany,Male,1,0
520,35,9,105387.89,1,25059.06,France,Male,1,1
733,31,6,157791.07,2,177994.81,Germany,Male,0,0
522,34,9,126436.29,1,174248.52,Spain,Male,1,0
552,34,4,0.0,2,140286.69,Spain,Female,1,0
619,58,5,152199.33,1,86022.09,France,Male,1,1
698,31,1,156111.24,1,134790.74,France,Male,0,0
699,32,4,110559.46,1,127429.56,France,Female,1,1
639,35,1,103015.12,2,139094.12,France,Female,1,1
693,43,6,128760.32,1,36342.79,France,Male,1,0
683,72,3,140997.26,1,52876.41,France,Male,0,1
718,39,2,0.0,1,52138.49,Spain,Female,1,1
686,38,0,138131.34,1,115927.85,France,Male,0,1
567,29,5,129750.68,1,109257.59,Germany,Male,1,0
619,30,7,70729.17,1,160948.87,France,Female,1,1
629,40,2,121647.54,2,64849.74,Germany,Male,1,1
790,37,6,0.0,2,119484.01,Spain,Male,1,1
644,37,8,0.0,2,20968.88,France,Female,1,0
706,24,2,141078.57,1,24402.87,Spain,Male,1,1
603,31,1,129743.75,1,109145.2,France,Male,1,0
770,68,2,183555.24,1,159557.28,France,Female,0,0
630,42,6,0.0,2,162697.93,France,Male,1,0
765,51,3,123372.3,1,115429.32,France,Male,1,1
780,47,7,86006.21,1,37973.13,Spain,Male,1,1
564,53,2,45472.28,1,41055.71,France,Female,1,1
480,44,10,129608.57,1,5472.7,Germany,Male,1,0
701,26,5,83600.24,1,59195.05,Spain,Male,0,1
636,30,8,141787.31,2,109685.61,Germany,Male,1,1
659,31,7,149620.88,2,104533.51,Spain,Male,1,1
781,29,9,0.0,2,172097.4,France,Male,0,0
656,46,5,113402.14,2,138849.06,France,Female,1,1
615,32,5,138521.83,1,56897.1,Spain,Male,1,1
577,43,8,79757.21,1,135650.72,Spain,Male,1,0
812,44,4,115049.15,2,165038.41,France,Male,1,0
622,42,9,115766.26,1,72155.85,Germany,Male,0,0
520,61,8,133802.29,2,90304.01,Germany,Male,1,1
651,34,4,91562.99,1,123954.15,France,Male,1,1
472,32,1,159397.75,1,57323.18,Spain,Female,0,1
528,26,10,102073.67,2,166799.93,France,Female,0,0
582,20,4,0.0,1,55763.66,France,Male,1,1
770,37,9,0.0,2,22710.72,France,Female,0,0
693,41,4,0.0,2,156381.47,France,Male,0,0
850,61,1,0.0,1,53067.83,France,Male,1,0
578,36,1,157267.95,2,141533.19,Spain,Male,1,0
773,43,7,138150.57,1,177357.16,Spain,Male,1,1
722,37,2,0.0,1,120906.83,France,Male,0,0
630,40,0,118633.08,1,60032.46,France,Female,0,1
733,31,9,102289.85,1,115441.66,Spain,Female,1,1
652,37,9,145219.3,1,159132.83,Germany,Female,1,0
553,41,9,110112.54,2,81898.81,Germany,Male,0,0
742,33,6,0.0,2,38550.4,France,Male,0,0
740,37,7,0.0,2,194270.91,France,Female,1,1
811,47,3,123365.34,2,171995.34,France,Female,0,0
545,33,7,173331.52,1,150452.88,Spain,Female,1,0
692,41,8,130701.29,1,59354.24,Germany,Female,1,0
757,29,8,130306.49,1,77469.38,France,Male,1,0
725,29,6,0.0,2,190776.83,France,Female,1,1
712,48,8,0.0,2,183235.33,Spain,Female,1,0
686,39,10,136258.06,1,89199.51,Spain,Male,0,0
594,40,0,152092.44,2,83508.93,Germany,Male,1,1
693,45,4,0.0,2,26589.56,Spain,Female,1,1
742,39,8,140004.96,1,92985.78,France,Male,1,1
793,36,0,0.0,1,148993.47,Spain,Female,0,0
600,31,8,0.0,2,121555.51,France,Male,1,1
783,42,2,139707.28,1,2150.22,Germany,Female,1,0
511,57,8,122950.31,1,181258.76,Spain,Female,1,1
628,33,3,0.0,1,188193.25,Spain,Female,1,1
579,49,4,169377.31,1,123535.05,Germany,Male,1,1
580,65,1,0.0,2,103182.46,Spain,Female,0,1
701,59,7,0.0,2,27597.59,Spain,Male,0,1
511,30,5,0.0,2,143994.86,France,Female,1,0
461,74,1,186445.31,2,196767.83,Germany,Female,1,1
558,32,5,73494.21,1,136301.1,France,Male,0,0
778,33,4,111063.73,2,83556.65,Germany,Female,1,0
812,25,5,54817.55,1,131660.31,Germany,Male,1,0
850,38,5,0.0,2,16491.64,France,Male,1,0
612,38,1,0.0,2,9209.21,France,Female,1,1
662,44,8,0.0,2,175314.87,France,Male,1,1
608,37,5,146093.39,2,160593.41,France,Male,0,0
625,39,5,0.0,1,99800.87,France,Male,1,0
572,30,6,117696.67,1,100843.82,France,Male,1,0
559,50,5,162702.35,1,150548.5,France,Male,0,0
667,56,8,137464.04,1,130846.79,Germany,Female,1,0
724,41,2,127892.57,2,199645.45,Germany,Male,0,1
503,42,8,104430.08,1,147557.71,France,Male,1,1
728,39,6,152182.83,1,161203.6,Germany,Male,0,0
850,30,3,0.0,2,116692.8,France,Female,1,0
588,33,9,150186.22,2,65611.01,Germany,Male,1,1
711,58,9,91285.13,2,26767.85,France,Male,1,1
468,42,9,181627.14,2,172668.39,Germany,Male,1,0
635,42,1,146766.72,2,164357.1,France,Male,0,1
685,30,2,0.0,3,172576.43,Spain,Female,1,1
761,31,7,0.0,3,166698.18,France,Male,1,1
721,41,7,0.0,2,61018.85,France,Male,0,1
651,35,0,181821.96,2,36923.67,France,Male,0,1
635,24,4,0.0,2,70668.77,Spain,Male,1,1
632,40,5,147650.68,1,199674.83,France,Male,1,1
693,43,4,152341.55,1,9241.78,France,Female,1,0
754,39,3,160761.41,1,24156.03,Germany,Female,1,1
528,31,6,102016.72,2,80181.12,France,Male,0,0
688,40,8,150679.71,2,196226.38,Germany,Female,0,1
648,56,6,157559.59,2,140991.23,Spain,Female,1,0
686,22,8,0.0,2,142331.85,Spain,Male,0,0
699,39,9,0.0,1,80963.92,France,Male,1,0
689,38,5,75075.14,1,8651.92,Spain,Male,1,1
668,34,5,80242.37,2,56780.97,Germany,Male,0,0
792,40,7,0.0,1,141652.2,Spain,Female,1,0
785,32,3,124493.03,2,52583.79,Germany,Female,0,1
749,40,1,139290.41,1,182855.42,France,Male,1,0
743,42,7,77002.2,2,80428.42,France,Male,1,1
763,32,1,108465.65,2,60552.44,Germany,Female,1,0
654,42,7,99263.09,1,67607.9,France,Male,1,1
636,39,3,118336.14,1,184691.77,France,Female,1,0
848,22,7,120811.89,1,185510.34,Spain,Male,1,1
697,40,4,0.0,2,26543.28,France,Male,0,1
820,31,2,94222.53,1,103570.8,Spain,Female,1,0
562,57,3,0.0,3,6554.97,France,Female,1,0
697,43,8,103409.16,1,66893.28,Germany,Male,1,0
653,46,0,119556.1,1,78250.13,France,Male,1,0
576,45,5,133618.01,1,135244.87,Spain,Male,0,0
562,51,7,122822.0,2,32626.21,France,Female,0,0
734,39,3,92636.96,2,125671.29,Spain,Female,1,1
519,38,7,125328.56,1,188225.67,France,Female,1,0
516,35,10,104088.59,2,119666.0,France,Male,0,0
644,54,6,0.0,1,84622.37,Spain,Male,0,1
677,34,4,0.0,2,6175.53,Spain,Female,1,1
584,59,1,0.0,1,130260.11,Spain,Female,0,1
641,57,5,0.0,2,122449.18,France,Male,1,1
547,49,8,121537.71,2,46521.45,Germany,Male,1,0
633,26,8,124281.84,1,60116.57,France,Female,1,1
599,33,2,51949.95,2,85045.92,Germany,Male,1,0
570,50,5,129293.74,1,177805.44,Germany,Female,1,0
696,38,6,142316.14,1,8018.49,Germany,Male,1,1
624,71,7,0.0,2,108841.83,France,Male,1,1
679,30,4,77949.69,1,121151.46,Germany,Female,1,1
787,39,10,108935.39,1,101168.3,Spain,Male,1,1
638,37,7,124513.66,2,158610.89,Germany,Female,1,0
667,24,4,0.0,2,180329.83,France,Male,0,0
716,41,9,0.0,1,113267.48,France,Male,1,1
732,26,7,0.0,2,154364.66,France,Male,1,0
651,23,4,115636.05,2,70400.86,Spain,Male,1,0
528,23,7,104744.89,1,170262.97,Spain,Male,1,0
811,31,7,117799.28,1,182372.35,France,Male,1,1
653,40,0,0.0,2,35795.85,France,Female,1,0
769,40,9,133871.05,1,50568.02,France,Female,1,1
801,42,6,0.0,2,95804.33,France,Male,1,1
620,42,1,0.0,2,65565.92,France,Female,0,1
681,38,6,153722.47,1,101319.76,France,Male,1,0
663,26,5,141462.13,1,440.2,France,Male,1,0
546,58,3,106458.31,4,128881.87,Germany,Female,1,0
689,40,5,154251.67,1,118319.5,Spain,Female,0,1
646,35,1,121952.75,2,142839.82,Germany,Female,1,1
850,28,4,147972.19,1,60708.72,Germany,Male,1,0
470,35,1,96473.59,1,5962.3,France,Male,0,0
675,66,5,115654.47,2,131970.86,Spain,Male,1,1
750,38,7,97257.41,2,179883.04,Spain,Female,0,1
756,60,3,115924.89,1,93524.19,Germany,Female,1,0
659,78,2,151675.65,1,49978.67,Spain,Male,0,1
664,36,0,103502.22,1,146191.82,France,Female,1,1
844,41,10,76319.64,1,141175.18,France,Female,1,1
771,47,3,72664.0,2,107874.39,Spain,Female,1,1
698,47,6,0.0,1,50213.81,Spain,Female,1,0
640,29,5,197200.04,2,141453.62,Spain,Male,1,0
521,37,5,105843.26,2,84908.2,France,Male,1,1
714,45,9,106431.97,2,164117.69,Germany,Female,1,1
741,40,4,104784.23,1,135163.76,Spain,Male,1,0
740,37,5,0.0,2,27528.4,France,Female,1,1
570,37,6,0.0,1,187758.5,France,Male,1,1
554,43,2,120847.11,1,7611.61,Germany,Female,1,0
687,39,2,0.0,3,188150.6,Spain,Female,0,0
698,38,2,130015.24,1,41595.3,France,Male,1,1
752,30,3,0.0,2,104991.28,France,Female,1,1
850,47,6,0.0,1,187391.02,France,Male,1,0
683,30,8,110829.52,2,24938.84,France,Male,0,0
672,45,9,0.0,1,92027.69,France,Female,1,1
480,39,5,121626.9,1,82438.13,Spain,Male,1,1
714,27,3,0.0,3,129130.09,Spain,Male,1,1
703,58,4,92930.92,1,85148.78,Spain,Male,0,1
663,35,5,0.0,2,62634.94,Spain,Male,1,1
553,41,6,144974.55,1,19344.92,Spain,Male,1,1
579,26,10,162482.76,1,18458.2,France,Female,1,1
584,31,6,152622.34,1,99298.8,Germany,Female,1,0
738,36,5,0.0,2,96881.32,Spain,Male,1,1
667,40,9,0.0,1,96670.2,France,Male,1,1
646,30,10,100548.67,2,136983.77,Germany,Female,0,0
601,26,7,105514.69,2,50070.59,Germany,Female,1,0
727,45,6,114422.85,2,104678.78,Germany,Male,1,1
585,33,8,0.0,2,114182.07,Spain,Female,1,0
705,61,4,0.0,2,191313.7,France,Male,1,1
584,35,3,146311.58,1,105443.47,France,Male,1,1
647,28,6,149594.02,2,102325.19,Spain,Male,1,0
680,30,3,0.0,1,160131.58,Spain,Female,1,0
554,35,8,0.0,2,176779.46,France,Female,1,1
799,28,7,167658.33,2,111138.25,Germany,Male,1,1
748,34,5,84009.47,1,137001.1,France,Male,1,1
570,18,4,82767.42,1,71811.9,France,Female,1,0
625,45,3,0.0,1,184474.15,France,Female,1,1
624,36,6,0.0,2,84635.64,France,Male,0,0
551,35,7,129717.3,2,86937.2,France,Male,0,0
514,66,9,0.0,2,14234.31,Spain,Male,1,1
608,28,4,96679.71,1,49133.45,Germany,Male,1,1
774,28,1,71264.02,2,68759.57,France,Female,0,1
516,33,7,127305.5,1,120037.36,France,Female,1,1
670,54,2,95507.12,1,63213.31,France,Female,1,1
578,36,8,129745.1,1,143683.75,Germany,Female,1,1
807,47,9,167664.83,1,125440.11,France,Female,0,0
756,34,1,103133.26,1,90059.04,France,Male,1,1
768,54,8,69712.74,1,69381.05,France,Male,1,1
678,49,3,204510.94,1,738.88,France,Female,0,1
590,45,2,81828.22,1,52167.97,France,Female,1,0
762,43,5,134204.67,1,139971.01,Spain,Female,1,1
625,31,8,0.0,2,151843.54,Spain,Female,1,0
585,38,5,0.0,1,87363.56,France,Female,1,1
